STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1415,ALL_RATE_1415,MAM_COHORT_1415,MAM_RATE_1415,MAS_COHORT_1415,MAS_RATE_1415,MBL_COHORT_1415,MBL_RATE_1415,MHI_COHORT_1415,MHI_RATE_1415,MTR_COHORT_1415,MTR_RATE_1415,MWH_COHORT_1415,MWH_RATE_1415,CWD_COHORT_1415,CWD_RATE_1415,ECD_COHORT_1415,ECD_RATE_1415,LEP_COHORT_1415,LEP_RATE_1415,DATE_CUR
FLORIDA,12,1200150,BREVARD,120015002977,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,245,86,1,PS,1,PS,17,60-79,23,GE80,21,60-79,182,85-89,24,60-79,74,75-79,1,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015003023,BREVARD COUNTY JAIL COMPLEX,5,PS,,,,,5,PS,,,,,,,5,PS,4,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015003026,DEVEREUX HOSPITAL,1,PS,,,,,,,,,,,1,PS,,,,,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015003293,BAYSIDE HIGH SCHOOL,398,89,1,PS,3,PS,93,80-84,51,GE90,16,GE80,234,85-89,46,60-69,185,85-89,13,GE50,26NOV16
FLORIDA,12,1200150,BREVARD,120015003296,WESTSHORE JUNIOR/SENIOR HIGH SCHOOL,144,GE95,,,15,GE50,3,PS,11,GE50,4,PS,111,GE95,1,PS,8,GE50,1,PS,26NOV16
FLORIDA,12,1200150,BREVARD,120015003678,RIVERDALE COUNTRY DAY SCHOOL,6,LT50,,,,,,,1,PS,1,PS,4,PS,6,LT50,5,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015004059,FIELDSTON PREPARATORY SCHOOL,15,LT50,,,1,PS,3,PS,3,PS,,,8,LT50,13,LT50,10,LT50,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015004244,VIERA HIGH SCHOOL,536,94,,,6,GE50,22,60-79,73,85-89,39,GE90,396,97,53,80-89,53,80-89,8,GE50,26NOV16
FLORIDA,12,1200150,BREVARD,120015005441,BREVARD VIRTUAL FRANCHISE,9,GE50,,,,,2,PS,,,,,7,GE50,2,PS,1,PS,,,26NOV16
FLORIDA,12,1200150,BREVARD,120015007530,HERITAGE HIGH SCHOOL,434,83,1,PS,7,GE50,121,80-84,99,85-89,23,GE80,183,80-84,61,65-69,257,80-84,25,60-79,26NOV16
FLORIDA,12,1200150,BREVARD,120015007957,PROJECT SEARCH,2,PS,,,,,,,,,,,2,PS,2,PS,,,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018000153,SOUTH BROWARD HIGH SCHOOL,451,86,2,PS,9,GE50,116,85-89,183,85-89,15,GE50,126,85-89,44,60-69,300,80-84,51,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000157,STRANAHAN HIGH SCHOOL,322,86,,,8,GE50,221,85-89,62,80-84,3,PS,28,GE80,29,60-79,255,85-89,21,60-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000160,MCARTHUR HIGH SCHOOL,533,90,3,PS,19,GE80,145,85-89,266,90-94,3,PS,97,90-94,43,80-89,357,89,58,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000168,BLANCHE ELY HIGH SCHOOL,430,91,1,PS,6,GE50,367,92,36,80-89,3,PS,17,60-79,34,60-69,336,90,53,80-89,26NOV16
FLORIDA,12,1200180,BROWARD,120018000169,DILLARD  6-12,351,94,,,3,PS,309,94,18,GE80,6,GE50,15,GE50,34,70-79,286,90-94,6,GE50,26NOV16
FLORIDA,12,1200180,BROWARD,120018000171,HALLANDALE HIGH SCHOOL,226,91,1,PS,1,PS,172,90-94,37,80-89,2,PS,13,GE50,21,60-79,169,90-94,21,60-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000188,SEAGULL SCHOOL,100,10-14,,,,,74,10-14,17,LE20,1,PS,8,LT50,16,LE20,81,10-14,13,LT50,26NOV16
FLORIDA,12,1200180,BROWARD,120018000209,BRIGHT HORIZONS,6,LT50,,,1,PS,3,PS,1,PS,,,1,PS,6,LT50,4,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018000217,FORT LAUDERDALE HIGH SCHOOL,439,94,1,PS,12,GE50,256,90-94,62,GE95,7,GE50,101,GE95,26,60-79,288,90-94,49,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000219,WINGATE OAKS CENTER,5,PS,,,,,3,PS,1,PS,,,1,PS,5,PS,3,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018000221,THE QUEST CENTER,1,PS,,,,,1,PS,,,,,,,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018000225,CORAL SPRINGS HIGH SCHOOL,595,90,4,PS,37,80-89,230,85-89,143,90-94,20,GE80,161,90-94,53,70-79,344,88,59,60-69,26NOV16
FLORIDA,12,1200180,BROWARD,120018000231,NORTHEAST HIGH SCHOOL,415,85,3,PS,9,GE50,183,80-84,129,90-94,10,GE50,81,75-79,45,60-69,287,80-84,43,60-69,26NOV16
FLORIDA,12,1200180,BROWARD,120018000234,NOVA HIGH SCHOOL,493,95,2,PS,25,GE80,227,GE95,100,90-94,6,GE50,133,GE95,28,60-79,269,90-94,22,60-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000241,PLANTATION HIGH SCHOOL,466,90,2,PS,17,GE80,299,90-94,62,85-89,9,GE50,77,GE95,40,60-69,278,90-94,52,80-89,26NOV16
FLORIDA,12,1200180,BROWARD,120018000247,HOLLYWOOD HILLS HIGH SCHOOL,344,90,1,PS,14,GE50,82,80-84,118,90-94,8,GE50,121,GE95,29,GE80,214,90-94,33,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000249,COCONUT CREEK HIGH SCHOOL,239,82,,,8,GE50,176,85-89,35,70-79,5,PS,15,GE50,29,60-79,170,85-89,39,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000251,DEERFIELD BEACH HIGH SCHOOL,545,85,2,PS,26,GE80,258,80-84,139,85-89,13,GE50,107,85-89,54,70-79,357,84,68,60-64,26NOV16
FLORIDA,12,1200180,BROWARD,120018000252,BOYD H. ANDERSON HIGH SCHOOL,356,91,1,PS,4,PS,329,91,12,GE50,3,PS,7,GE50,22,40-59,295,90-94,56,80-89,26NOV16
FLORIDA,12,1200180,BROWARD,120018000253,MIRAMAR HIGH SCHOOL,563,92,,,27,GE80,452,92,60,GE90,4,PS,20,GE80,31,60-69,390,91,33,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000264,PIPER HIGH SCHOOL,556,84,1,PS,13,GE50,340,81,92,90-94,9,GE50,101,85-89,41,60-69,339,83,41,50-59,26NOV16
FLORIDA,12,1200180,BROWARD,120018000265,COOPER CITY HIGH SCHOOL,515,94,4,PS,28,GE80,35,80-89,156,90-94,13,GE50,279,GE95,56,70-79,121,85-89,21,60-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000270,ATLANTIC TECHNICAL COLLEGE,134,GE95,,,9,GE50,41,GE90,52,GE90,2,PS,30,GE80,5,PS,77,GE95,1,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018000272,SOUTH PLANTATION HIGH SCHOOL,487,90,3,PS,12,GE50,178,85-89,145,90-94,8,GE50,141,90-94,48,60-69,270,90-94,42,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018000908,PINE RIDGE ALTERNATIVE CENTER,3,PS,,,,,3,PS,,,,,,,1,PS,3,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018001356,CROSS CREEK SCHOOL,11,LT50,,,1,PS,3,PS,1,PS,,,6,GE50,10,LT50,4,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018002048,SHERIDAN TECHNICAL COLLEGE,5,PS,,,,,,,4,PS,,,1,PS,2,PS,2,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018002117,J. P. TARAVELLA HIGH SCHOOL,670,89,1,PS,29,GE80,179,85-89,192,85-89,10,GE50,259,90-94,55,60-69,314,86,44,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018002120,WESTERN HIGH SCHOOL,714,95,1,PS,32,GE90,55,80-89,241,90-94,6,GE50,379,96,56,70-79,250,90-94,55,GE90,26NOV16
FLORIDA,12,1200180,BROWARD,120018002486,LANIER-JAMES EDUCATION CENTER,9,LT50,,,,,5,PS,3,PS,,,1,PS,3,PS,5,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018002487,HALLANDALE ADULT/COMMUNITY CENTER,281,7,1,PS,2,PS,147,10-14,94,LE5,3,PS,34,LE10,35,LE10,204,LE5,33,11-19,26NOV16
FLORIDA,12,1200180,BROWARD,120018002488,WILLIAM T. MCFATTER TECHNICAL COLLEGE,140,GE95,,,13,GE50,21,GE80,55,GE90,4,PS,47,GE90,6,GE50,50,GE90,2,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018002593,CYPRESS RUN ALTERNATIVE/ESE,5,PS,,,,,1,PS,3,PS,1,PS,,,1,PS,4,PS,2,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018002703,WALTER C. YOUNG MIDDLE SCHOOL,2,PS,,,,,,,1,PS,,,1,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018002721,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,685,94,2,PS,53,GE90,69,80-84,116,GE95,19,GE80,426,95,61,75-79,109,85-89,29,GE80,26NOV16
FLORIDA,12,1200180,BROWARD,120018002801,WHISPERING PINES SCHOOL,38,11-19,,,,,13,LT50,11,LT50,,,14,LT50,29,LE20,24,LE20,2,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018003027,WHIDDON RODGERS EDUCATION CENTER,851,9,3,PS,9,LT50,644,11,106,LE5,9,LT50,80,6-9,108,15-19,559,11,127,6-9,26NOV16
FLORIDA,12,1200180,BROWARD,120018003029,CHARLES W FLANAGAN HIGH SCHOOL,746,93,3,PS,41,GE90,236,90-94,305,92,23,GE80,138,90-94,53,80-89,367,94,63,65-69,26NOV16
FLORIDA,12,1200180,BROWARD,120018003301,POMPANO BEACH HIGH SCHOOL,286,GE99,1,PS,12,GE50,62,GE95,59,GE90,5,PS,147,GE95,6,GE50,118,GE95,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003310,"ARC BROWARD, INC.",3,PS,,,,,,,3,PS,,,,,,,,,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003313,BROWARD CHILDREN'S CENTER NORTH,3,PS,,,,,2,PS,1,PS,,,,,3,PS,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003320,BROWARD DETENTION CENTER,21,LE20,,,,,10,LT50,3,PS,,,8,LT50,2,PS,17,LE20,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003324,AMIKIDS OF GREATER FORT LAUDERDALE,2,PS,,,,,1,PS,1,PS,,,,,2,PS,2,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003543,DAVE THOMAS EDUCATION CENTER,256,18,1,PS,4,PS,160,15-19,57,20-29,4,PS,30,LE20,21,LE20,195,15-19,33,LE10,26NOV16
FLORIDA,12,1200180,BROWARD,120018003545,CITY OF CORAL SPRINGS CHARTER,202,GE99,,,8,GE50,23,GE80,54,GE90,3,PS,114,GE95,17,GE80,39,GE90,4,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018003547,"PACE CENTER FOR GIRLS, INC.",3,PS,,,,,1,PS,,,,,2,PS,1,PS,3,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018003684,COLLEGE ACADEMY AT BCC,172,GE95,1,PS,20,GE80,35,GE90,47,GE90,8,GE50,61,GE95,1,PS,41,GE90,8,GE50,26NOV16
FLORIDA,12,1200180,BROWARD,120018003815,CYPRESS BAY HIGH SCHOOL,1045,97,3,PS,48,GE90,33,GE90,559,97,20,GE80,382,97,74,70-74,152,GE95,125,90-94,26NOV16
FLORIDA,12,1200180,BROWARD,120018003823,SOMERSET ACADEMY CHARTER HIGH,235,GE99,,,10,GE50,55,GE90,143,GE95,3,PS,24,GE80,10,GE50,91,GE95,19,GE80,26NOV16
FLORIDA,12,1200180,BROWARD,120018004037,CORAL GLADES HIGH SCHOOL,535,91,6,GE50,22,GE80,149,85-89,167,90-94,9,GE50,182,90-94,48,50-59,261,85-89,49,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018004050,MONARCH HIGH SCHOOL,531,91,,,26,GE80,99,85-89,168,85-89,9,GE50,229,90-94,49,80-89,272,85-89,64,70-74,26NOV16
FLORIDA,12,1200180,BROWARD,120018004052,EVERGLADES HIGH SCHOOL,622,90,2,PS,46,GE90,239,85-89,276,90-94,11,GE50,48,GE90,43,60-69,289,85-89,60,70-79,26NOV16
FLORIDA,12,1200180,BROWARD,120018004057,BROWARD GIRLS ACADEMY,1,PS,,,,,1,PS,,,,,,,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018004058,BROWARD VIRTUAL FRANCHISE,64,GE95,1,PS,3,PS,4,PS,11,GE50,2,PS,43,GE90,2,PS,14,GE50,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018004318,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,409,GE99,1,PS,20,GE80,104,GE95,179,GE95,1,PS,104,GE95,23,GE80,78,GE95,4,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018004463,SOMERSET ARTS CONSERVATORY,35,GE90,,,2,PS,8,GE50,16,GE80,,,9,GE50,3,PS,10,GE50,1,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018005464,OFF CAMPUS LEARNING,644,9,2,PS,10,LT50,279,6-9,206,6-9,6,LT50,141,10-14,91,LE5,404,7,64,LE5,26NOV16
FLORIDA,12,1200180,BROWARD,120018007300,INTERNATIONAL SCHOOL OF BROWARD,54,60-69,1,PS,1,PS,22,60-79,9,GE50,1,PS,20,40-59,1,PS,17,60-79,15,GE50,26NOV16
FLORIDA,12,1200180,BROWARD,120018007460,NORTH UNIVERSITY HIGH,188,6-9,1,PS,8,GE50,95,LE5,43,LE10,,,41,11-19,21,LE20,106,6-9,20,LE20,26NOV16
FLORIDA,12,1200180,BROWARD,120018007462,LAUDERHILL HIGH,113,15-19,,,,,106,15-19,5,PS,1,PS,1,PS,15,LT50,86,15-19,8,LT50,26NOV16
FLORIDA,12,1200180,BROWARD,120018007490,DOLPHIN PARK HIGH,167,10-14,,,5,PS,98,10-14,44,LE10,2,PS,18,LE20,18,LE20,94,6-9,16,LE20,26NOV16
FLORIDA,12,1200180,BROWARD,120018007555,WEST BROWARD HIGH SCHOOL,625,97,1,PS,31,GE90,59,GE90,307,96,17,GE80,210,GE95,58,80-89,154,GE95,28,GE80,26NOV16
FLORIDA,12,1200180,BROWARD,120018007767,POMPANO SUBSTANCE ABUSE TREATMENT,1,PS,,,,,,,1,PS,,,,,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018007799,BEN GAMLA CHARTER HIGH SCHOOL,16,GE80,,,1,PS,4,PS,1,PS,,,10,GE50,2,PS,3,PS,2,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018007904,MAVERICKS HIGH OF NORTH BROWARD COUNTY,163,LE5,,,,,90,6-9,43,LE10,,,30,LE20,24,LE20,91,LE5,34,LE10,26NOV16
FLORIDA,12,1200180,BROWARD,120018007912,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDAL,41,70-79,,,,,30,60-79,8,GE50,1,PS,2,PS,4,PS,30,60-79,1,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018007917,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,194,15-19,,,2,PS,157,15-19,25,LE20,1,PS,9,LT50,28,21-39,137,15-19,13,LT50,26NOV16
FLORIDA,12,1200180,BROWARD,120018007921,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,67,85-89,,,1,PS,48,80-89,14,GE50,1,PS,3,PS,5,PS,41,80-89,6,GE50,26NOV16
FLORIDA,12,1200180,BROWARD,120018008087,SUNED HIGH SCHOOL,169,6-9,,,1,PS,145,6-9,16,LE20,2,PS,5,PS,25,LE20,130,6-9,7,LT50,26NOV16
FLORIDA,12,1200180,BROWARD,120018008092,PIVOT CHARTER SCHOOL,24,40-59,,,,,6,LT50,7,LT50,,,11,GE50,3,PS,14,LT50,2,PS,26NOV16
FLORIDA,12,1200180,BROWARD,120018008172,IGENERATION EMPOWERMENT ACADEMY OF BROWARD COUNTY,26,60-79,,,3,PS,10,GE50,2,PS,,,11,GE50,2,PS,15,GE50,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018008199,MELROSE HIGH,145,10-14,,,1,PS,69,6-9,48,LE10,2,PS,25,LE20,22,LE20,98,6-9,19,LE20,26NOV16
FLORIDA,12,1200180,BROWARD,120018008260,ACADEMIC SOLUTIONS HIGH SCHOOL,66,6-9,1,PS,,,38,LE10,15,LT50,4,PS,8,LT50,8,LT50,46,LE10,6,LT50,26NOV16
FLORIDA,12,1200180,BROWARD,120018008263,NEW GENERATION PREPARATORY HIGH SCHOOL OF PERFORMING ARTS,1,PS,,,,,1,PS,,,,,,,,,1,PS,,,26NOV16
FLORIDA,12,1200180,BROWARD,120018008268,FLAGLER HIGH,212,9,,,1,PS,87,6-9,55,11-19,5,PS,64,6-9,38,LE10,124,10-14,17,LE20,26NOV16
FLORIDA,12,1200180,BROWARD,120018008386,SUNED HIGH SCHOOL OF NORTH BROWARD,69,6-9,,,3,PS,37,11-19,17,LE20,1,PS,11,LT50,11,LT50,50,LE10,8,LT50,26NOV16
FLORIDA,12,1200210,CALHOUN,120021000290,BLOUNTSTOWN HIGH SCHOOL,102,90-94,2,PS,,,9,GE50,5,PS,9,GE50,77,90-94,23,60-79,52,80-89,1,PS,26NOV16
FLORIDA,12,1200210,CALHOUN,120021000293,ALTHA PUBLIC SCHOOL,54,80-89,2,PS,,,,,1,PS,1,PS,50,70-79,11,GE50,32,70-79,,,26NOV16
FLORIDA,12,1200210,CALHOUN,120021007757,CALHOUN VIRTUAL INSTRUCTION PROGRAM,3,PS,,,,,,,,,,,3,PS,,,3,PS,,,26NOV16
FLORIDA,12,1200210,CALHOUN,120021008404,CALHOUN VIRTUAL  INSTRUCTION PROGRAM (DISTRICT PROVIDED),3,PS,,,,,,,2,PS,,,1,PS,1,PS,1,PS,,,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024000296,CHARLOTTE HIGH SCHOOL,393,87,1,PS,3,PS,32,70-79,36,80-89,13,GE50,308,88,62,65-69,204,80-84,6,GE50,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024000298,LEMON BAY HIGH SCHOOL,296,86,,,3,PS,2,PS,18,60-79,3,PS,270,85-89,39,60-69,125,80-84,5,PS,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024002050,CHARLOTTE HARBOR SCHOOL,18,LE20,,,2,PS,2,PS,3,PS,,,11,LT50,17,LE20,13,LT50,,,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024002051,CHARLOTTE TECHNICAL CENTER,188,25-29,1,PS,1,PS,17,LE20,21,21-39,7,GE50,141,20-24,30,21-39,127,25-29,,,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024002122,PORT CHARLOTTE HIGH SCHOOL,365,80,,,7,GE50,56,80-89,49,70-79,17,60-79,236,80-84,61,60-64,203,75-79,15,LT50,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024007659,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,87,GE95,,,3,PS,5,PS,8,GE50,1,PS,70,GE95,4,PS,25,GE80,,,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024007805,CHARLOTTE VIRTUAL FRANCHISE,22,GE80,,,,,,,2,PS,,,20,GE80,1,PS,9,GE50,,,26NOV16
FLORIDA,12,1200240,CHARLOTTE,120024008327,AMI KIDS CROSSROADS,5,PS,,,,,1,PS,,,,,4,PS,2,PS,3,PS,,,26NOV16
FLORIDA,12,1200270,CITRUS,120027000305,CITRUS HIGH SCHOOL,384,79,2,PS,4,PS,11,GE50,24,60-79,12,GE50,331,81,47,60-69,184,70-74,1,PS,26NOV16
FLORIDA,12,1200270,CITRUS,120027000314,CRYSTAL RIVER HIGH SCHOOL,328,74,2,PS,7,GE50,17,40-59,19,60-79,8,GE50,275,75-79,41,40-49,174,65-69,3,PS,26NOV16
FLORIDA,12,1200270,CITRUS,120027002088,CREST SCHOOL,12,LT50,,,,,,,1,PS,,,11,LT50,12,LT50,8,LT50,,,26NOV16
FLORIDA,12,1200270,CITRUS,120027002425,LECANTO HIGH SCHOOL,386,87,2,PS,11,GE50,21,GE80,31,GE90,6,GE50,315,86,34,50-59,169,75-79,1,PS,26NOV16
FLORIDA,12,1200270,CITRUS,120027003035,CYPRESS CREEK ACADEMY,5,PS,,,,,5,PS,,,,,,,2,PS,3,PS,,,26NOV16
FLORIDA,12,1200270,CITRUS,120027003158,CITRUS COUNTY RENAISSANCE CENTER,23,LE20,,,,,3,PS,1,PS,1,PS,18,LE20,7,LT50,15,LT50,,,26NOV16
FLORIDA,12,1200300,CLAY,120030000323,ORANGE PARK HIGH SCHOOL,400,85,,,12,GE50,89,75-79,57,80-89,18,GE80,224,85-89,43,80-89,180,80-84,14,LT50,26NOV16
FLORIDA,12,1200300,CLAY,120030000328,KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,248,74,,,2,PS,,,5,PS,2,PS,239,70-74,52,60-69,104,70-74,1,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030000330,CLAY HIGH SCHOOL,366,90,1,PS,7,GE50,44,80-89,19,GE80,5,PS,290,90-94,62,75-79,139,80-84,2,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030002053,MIDDLEBURG HIGH SCHOOL,427,81,,,3,PS,20,GE80,27,GE80,11,GE50,366,81,61,65-69,177,65-69,1,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030002494,RIDGEVIEW HIGH SCHOOL,335,88,1,PS,14,GE50,57,80-89,31,GE90,21,GE80,211,85-89,56,60-69,126,85-89,3,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030002728,R. C. BANNERMAN LEARNING CENTER,80,30-34,,,1,PS,23,40-59,4,PS,1,PS,51,20-29,25,21-39,46,20-29,1,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030003690,FLORIDA YOUTH CHALLENGE ACADEMY,48,LE10,,,1,PS,12,LT50,8,LT50,1,PS,26,LE20,12,LT50,8,LT50,,,26NOV16
FLORIDA,12,1200300,CLAY,120030004062,FLEMING ISLAND HIGH SCHOOL,522,97,1,PS,24,GE80,37,GE90,45,GE90,16,GE80,399,97,41,GE90,70,90-94,5,PS,26NOV16
FLORIDA,12,1200300,CLAY,120030007558,OAKLEAF HIGH SCHOOL,461,93,2,PS,31,GE90,137,90-94,50,80-89,27,GE80,214,90-94,42,70-79,132,85-89,8,GE50,26NOV16
FLORIDA,12,1200300,CLAY,120030007670,CLAY VIRTUAL INSTRUCTION PROGRAM,1,PS,,,,,,,,,,,1,PS,,,,,,,26NOV16
FLORIDA,12,1200300,CLAY,120030007840,CLAY VIRTUAL FRANCHISE,86,55-59,,,,,3,PS,2,PS,4,PS,77,55-59,9,LT50,19,40-59,,,26NOV16
FLORIDA,12,1200300,CLAY,120030007856,LIGHTHOUSE LEARNING CENTER,3,PS,,,,,2,PS,,,,,1,PS,1,PS,,,,,26NOV16
FLORIDA,12,1200300,CLAY,120030007967,CLAY VIRTUAL ACADEMY,13,LT50,,,,,1,PS,2,PS,,,10,LT50,,,6,LT50,,,26NOV16
FLORIDA,12,1200300,CLAY,120030007969,CLAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),4,PS,,,,,,,,,,,4,PS,,,1,PS,,,26NOV16
FLORIDA,12,1200330,COLLIER,120033000336,EVERGLADES CITY SCHOOL,9,GE50,,,,,,,1,PS,,,8,GE50,2,PS,7,GE50,1,PS,26NOV16
FLORIDA,12,1200330,COLLIER,120033000343,NAPLES HIGH SCHOOL,374,91,3,PS,1,PS,28,GE80,100,85-89,10,GE50,232,90-94,39,60-69,147,85-89,16,60-79,26NOV16
FLORIDA,12,1200330,COLLIER,120033000354,LELY HIGH SCHOOL,352,87,2,PS,2,PS,90,85-89,131,85-89,8,GE50,119,90-94,52,50-59,212,80-84,55,70-79,26NOV16
FLORIDA,12,1200330,COLLIER,120033000355,IMMOKALEE HIGH SCHOOL,264,91,6,GE50,,,51,GE90,201,85-89,2,PS,4,PS,46,80-89,239,90-94,42,80-89,26NOV16
FLORIDA,12,1200330,COLLIER,120033000357,BARRON COLLIER HIGH SCHOOL,412,93,6,GE50,7,GE50,36,GE90,79,85-89,10,GE50,274,90-94,38,60-69,126,85-89,23,60-79,26NOV16
FLORIDA,12,1200330,COLLIER,120033002804,IMMOKALEE TEEN PARENTING PROG,6,LT50,,,,,1,PS,5,PS,,,,,1,PS,5,PS,1,PS,26NOV16
FLORIDA,12,1200330,COLLIER,120033003039,NAPLES AREA TEENAGE PARENTING,12,LT50,,,,,2,PS,8,LT50,,,2,PS,3,PS,8,LT50,3,PS,26NOV16
FLORIDA,12,1200330,COLLIER,120033003041,BIG CYPRESS WILDERNESS INSTITUTE,1,PS,,,,,1,PS,,,,,,,,,,,,,26NOV16
FLORIDA,12,1200330,COLLIER,120033003160,THE PHOENIX PROGRAM NAPLES,13,LT50,,,,,1,PS,6,LT50,2,PS,4,PS,5,PS,8,LT50,2,PS,26NOV16
FLORIDA,12,1200330,COLLIER,120033003336,GULF COAST HIGH SCHOOL,465,95,2,PS,8,GE50,16,GE80,74,85-89,22,GE80,343,96,41,70-79,112,90-94,15,GE50,26NOV16
FLORIDA,12,1200330,COLLIER,120033003957,THE PHOENIX PROGRAM-IMMOKALEE,8,LT50,,,,,,,6,LT50,,,2,PS,3,PS,6,LT50,,,26NOV16
FLORIDA,12,1200330,COLLIER,120033003958,BEACON HIGH SCHOOL,200,LE5,1,PS,,,29,LE20,104,LE5,12,LT50,54,LE10,36,LE10,142,LE5,31,LE10,26NOV16
FLORIDA,12,1200330,COLLIER,120033003959,GOLDEN GATE HIGH SCHOOL,348,90,1,PS,5,PS,73,90-94,192,85-89,10,GE50,67,90-94,46,70-79,256,90-94,60,70-79,26NOV16
FLORIDA,12,1200330,COLLIER,120033003960,PALMETTO RIDGE HIGH SCHOOL,449,89,3,PS,5,PS,30,GE80,213,85-89,6,GE50,192,90-94,61,65-69,220,85-89,17,60-79,26NOV16
FLORIDA,12,1200330,COLLIER,120033004488,LORENZO WALKER TECHNICAL HIGH SCHOOL,120,GE95,2,PS,1,PS,17,GE80,74,GE95,1,PS,25,GE80,10,GE50,91,GE95,23,GE80,26NOV16
FLORIDA,12,1200330,COLLIER,120033007759,COLLIER VIRTUAL INSTRUCTION PROGRAM,13,GE50,,,,,,,5,PS,,,8,GE50,,,7,LT50,2,PS,26NOV16
FLORIDA,12,1200330,COLLIER,120033007999,MARCO ISLAND ACADEMY,37,GE90,,,1,PS,1,PS,10,GE50,,,25,GE80,3,PS,2,PS,,,26NOV16
FLORIDA,12,1200360,COLUMBIA,120036000358,COLUMBIA HIGH SCHOOL,443,73,1,PS,3,PS,101,65-69,19,60-79,9,GE50,310,75,66,50-54,241,60-64,1,PS,26NOV16
FLORIDA,12,1200360,COLUMBIA,120036000366,CHALLENGE LEARNING CENTER,18,LE20,1,PS,,,9,LT50,,,1,PS,7,LT50,6,LT50,14,LT50,,,26NOV16
FLORIDA,12,1200360,COLUMBIA,120036002732,LAKE CITY MIDDLE SCHOOL,1,PS,,,,,,,,,,,1,PS,1,PS,1,PS,,,26NOV16
