STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1314,ALL_RATE_1314,MAM_COHORT_1314,MAM_RATE_1314,MAS_COHORT_1314,MAS_RATE_1314,MBL_COHORT_1314,MBL_RATE_1314,MHI_COHORT_1314,MHI_RATE_1314,MTR_COHORT_1314,MTR_RATE_1314,MWH_COHORT_1314,MWH_RATE_1314,CWD_COHORT_1314,CWD_RATE_1314,ECD_COHORT_1314,ECD_RATE_1314,LEP_COHORT_1314,LEP_RATE_1314,INSERT_DATE,DATE_CUR
ARIZONA,04,0402530,Douglas Unified District,040253000187,Douglas High School,273,84,.,.,.,.,2,PS,266,80-84,.,.,5,PS,21,60-79,223,80-84,7,LT50,30AUG15,29AUG15
ARIZONA,04,0402600,Duncan Unified District,040260000196,Duncan High School,29,GE80,.,.,.,.,.,.,9,GE50,.,.,20,GE80,4,PS,4,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0402690,Dysart Unified District,040269000198,Dysart High School,356,84,6,GE50,11,GE50,29,GE80,203,80-84,.,.,101,80-84,31,80-89,221,80-84,3,PS,30AUG15,29AUG15
ARIZONA,04,0402690,Dysart Unified District,040269002684,Valley Vista High School,513,80,3,PS,13,GE50,47,70-79,178,75-79,.,.,245,80-84,36,80-89,223,80-84,3,PS,30AUG15,29AUG15
ARIZONA,04,0402690,Dysart Unified District,040269002971,Shadow Ridge High School,299,88,5,PS,13,GE50,25,GE80,68,85-89,.,.,180,85-89,27,GE80,80,85-89,.,.,30AUG15,29AUG15
ARIZONA,04,0402690,Dysart Unified District,040269003126,Willow Canyon High School,512,89,5,PS,16,GE80,42,80-89,125,85-89,.,.,313,89,38,80-89,154,90-94,1,PS,30AUG15,29AUG15
ARIZONA,04,0402690,Dysart Unified District,040269003193,Dysart iSchool,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0402740,Mary C O'Brien Accommodation District,040274001625,Villa Oasis Interscholastic Center For Education (voice),55,30-39,1,PS,.,.,3,PS,44,30-39,.,.,6,LT50,5,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0402860,Flagstaff Unified District,040286000212,Coconino High School,293,78,56,70-79,1,PS,2,PS,75,70-74,.,.,140,80-84,47,40-49,92,65-69,2,PS,30AUG15,29AUG15
ARIZONA,04,0402860,Flagstaff Unified District,040286000215,Flagstaff High School,349,92,78,90-94,7,GE50,2,PS,63,90-94,.,.,194,90-94,44,60-69,92,90-94,1,PS,30AUG15,29AUG15
ARIZONA,04,0402860,Flagstaff Unified District,040286001158,Summit High School,58,30-39,17,21-39,3,PS,.,.,27,21-39,.,.,9,GE50,13,LT50,41,30-39,1,PS,30AUG15,29AUG15
ARIZONA,04,0402920,Florence Unified School District,040292000228,Florence High School,158,85-89,.,.,4,PS,12,GE50,48,GE90,.,.,93,85-89,16,GE80,75,80-84,.,.,30AUG15,29AUG15
ARIZONA,04,0402920,Florence Unified School District,040292002972,Poston Butte High School,389,88,4,PS,11,GE50,39,GE90,140,85-89,.,.,192,85-89,44,60-69,197,80-84,2,PS,30AUG15,29AUG15
ARIZONA,04,0402920,Florence Unified School District,040292002987,Summit School,3,PS,.,.,.,.,.,.,.,.,.,.,3,PS,3,PS,2,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0402920,Florence Unified School District,040292003195,Florence Virtual Academy,56,30-39,1,PS,.,.,9,LT50,13,LT50,.,.,31,30-39,5,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0402920,Florence Unified School District,040292003389,Leadership Academy of Excellence,12,LT50,.,.,.,.,4,PS,1,PS,.,.,7,LT50,1,PS,9,LT50,.,.,30AUG15,29AUG15
ARIZONA,04,0403010,Flowing Wells Unified District,040301000231,Flowing Wells High School,327,89,6,GE50,12,GE50,7,GE50,182,85-89,.,.,120,85-89,32,70-79,196,90-94,3,PS,30AUG15,29AUG15
ARIZONA,04,0403010,Flowing Wells Unified District,040301001611,Sentinel Peak High School,35,40-49,1,PS,1,PS,2,PS,24,40-59,.,.,7,LT50,3,PS,23,40-59,.,.,30AUG15,29AUG15
ARIZONA,04,0403010,Flowing Wells Unified District,040301003331,Flowing Wells Digital Campus,9,LT50,.,.,.,.,.,.,5,PS,.,.,4,PS,1,PS,5,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0403040,Fountain Hills Unified District,040304000038,Fountain Hills High School,176,85-89,13,GE50,9,GE50,.,.,11,GE50,.,.,142,90-94,17,60-79,10,GE50,.,.,30AUG15,29AUG15
ARIZONA,04,0403080,Fredonia-Moccasin Unified District,040308000242,Fredonia High School,16,GE80,4,PS,.,.,.,.,1,PS,.,.,10,GE50,1,PS,9,GE50,.,.,30AUG15,29AUG15
ARIZONA,04,0403200,Fort Thomas Unified District,040320000249,Fort Thomas High School,27,GE80,25,GE80,.,.,.,.,.,.,.,.,2,PS,5,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0403200,Fort Thomas Unified District,040320002946,Mt. Turnbull Academy,14,LT50,14,LT50,.,.,.,.,.,.,.,.,.,.,3,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0403290,Ganado Unified School District,040329000252,Ganado High School,121,65-69,112,65-69,.,.,.,.,2,PS,.,.,.,.,10,GE50,92,75-79,.,.,30AUG15,29AUG15
ARIZONA,04,0403310,Gila Bend Unified District,040331000256,Gila Bend High School,34,60-69,7,GE50,.,.,.,.,24,60-79,.,.,3,PS,6,GE50,.,.,2,PS,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340000246,Highland High School,756,89,9,GE50,43,GE90,24,60-79,94,80-84,.,.,582,91,74,65-69,13,LT50,1,PS,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340000258,Gilbert High School,643,91,4,PS,30,GE80,19,GE80,146,85-89,.,.,442,92,61,75-79,13,LT50,.,.,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340001670,Mesquite High School,525,86,6,GE50,46,70-79,35,80-89,107,85-89,.,.,322,87,38,50-59,5,PS,5,PS,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340002283,Desert Ridge High,643,87,7,GE50,30,GE80,37,60-69,131,85-89,.,.,434,90,68,65-69,11,LT50,1,PS,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340002840,Gilbert Classical Academy High School,44,GE90,.,.,3,PS,3,PS,3,PS,.,.,35,GE90,.,.,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340002965,Campo Verde High School,509,93,3,PS,23,GE80,28,GE80,75,90-94,.,.,377,94,28,GE80,3,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0403400,Gilbert Unified District,040340003261,Gilbert Global Academy High School,39,50-59,.,.,2,PS,1,PS,8,GE50,.,.,26,40-59,.,.,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000275,Apollo High School,435,91,10,GE50,25,GE80,50,80-89,249,90-94,.,.,100,90-94,41,60-69,255,90-94,3,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000277,Cortez High School,230,88,17,60-79,18,60-79,16,GE80,116,90-94,.,.,59,GE90,25,60-79,175,85-89,4,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000278,Glendale High School,300,88,8,GE50,11,GE50,23,60-79,224,90-94,.,.,32,70-79,46,50-59,254,85-89,2,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000279,Greenway High School,338,84,10,GE50,11,GE50,13,GE50,67,75-79,.,.,234,85-89,31,40-49,113,70-74,2,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000280,Moon Valley High School,464,95,10,GE50,24,GE80,21,GE80,201,GE95,.,.,202,GE95,34,80-89,189,90-94,2,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000281,Sunnyslope High School,413,92,10,GE50,5,PS,15,GE50,185,90-94,.,.,182,90-94,27,40-59,182,90-94,.,.,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000282,Thunderbird High School,392,92,8,GE50,18,GE80,21,GE80,132,90-94,.,.,210,90-94,29,21-39,150,85-89,1,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000283,Washington High School,373,86,15,GE50,22,60-79,37,80-89,228,85-89,.,.,69,80-84,35,60-69,243,85-89,5,PS,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345000284,Independence High School,367,86,6,GE50,16,60-79,33,70-79,257,90-94,.,.,54,60-69,48,50-59,255,85-89,6,LT50,30AUG15,29AUG15
ARIZONA,04,0403450,Glendale Union High School District,040345001574,Metrocenter Academy,33,11-19,2,PS,1,PS,4,PS,17,LE20,.,.,8,LT50,1,PS,10,LT50,.,.,30AUG15,29AUG15
ARIZONA,04,0403500,Globe Unified District,040350000287,Globe High School,110,85-89,20,60-79,2,PS,.,.,43,80-89,.,.,45,GE90,16,60-79,43,70-79,1,PS,30AUG15,29AUG15
ARIZONA,04,0403550,Grand Canyon Unified District,040355000291,Grand Canyon High School,21,GE80,7,GE50,.,.,.,.,5,PS,.,.,7,GE50,.,.,7,GE50,.,.,30AUG15,29AUG15
ARIZONA,04,0403730,Hayden-Winkelman Unified District,040373000293,Hayden High School,20,GE80,.,.,.,.,.,.,19,GE80,.,.,1,PS,3,PS,15,GE50,.,.,30AUG15,29AUG15
ARIZONA,04,0403780,Higley Unified School District,040378002119,Higley High School,397,93,5,PS,24,GE80,16,GE80,79,90-94,.,.,261,90-94,36,80-89,85,80-84,2,PS,30AUG15,29AUG15
ARIZONA,04,0403780,Higley Unified School District,040378002835,Williams Field High School,361,95,4,PS,20,GE80,23,GE80,68,GE95,.,.,242,90-94,32,GE90,65,90-94,.,.,30AUG15,29AUG15
ARIZONA,04,0403820,Holbrook Unified District,040382000298,Holbrook High School,161,80-84,108,80-84,.,.,4,PS,22,60-79,.,.,27,GE80,16,GE80,98,75-79,2,PS,30AUG15,29AUG15
ARIZONA,04,0403860,Maricopa County Regional District,040386000068,Durango Transitional Learning Center,18,LE20,1,PS,.,.,6,LT50,6,LT50,.,.,5,PS,4,PS,17,LE20,.,.,30AUG15,29AUG15
ARIZONA,04,0403860,Maricopa County Regional District,040386000079,Mesa Transitional Learning Center,11,LT50,1,PS,.,.,1,PS,5,PS,.,.,4,PS,2,PS,11,LT50,.,.,30AUG15,29AUG15
ARIZONA,04,0403860,Maricopa County Regional District,040386002365,Tumbleweed Transitional Learning Center,25,LE20,.,.,.,.,3,PS,21,LE20,.,.,1,PS,.,.,22,LE20,4,PS,30AUG15,29AUG15
ARIZONA,04,0403860,Maricopa County Regional District,040386003209,Southwest Key Transitional Learning Center,83,LE5,.,.,.,.,.,.,83,LE5,.,.,.,.,.,.,29,LE20,17,LE20,30AUG15,29AUG15
ARIZONA,04,0403870,Humboldt Unified District,040387000306,Bradshaw Mountain High School,369,86,4,PS,8,GE50,3,PS,101,80-84,.,.,244,85-89,49,80-89,163,85-89,2,PS,30AUG15,29AUG15
ARIZONA,04,0403950,Baboquivari Unified School District #40,040395000310,Baboquivari High School,47,70-79,41,70-79,3,PS,1,PS,1,PS,.,.,1,PS,13,GE50,26,GE80,.,.,30AUG15,29AUG15
ARIZONA,04,0403950,Baboquivari Unified School District #40,040395003222,Alternative High School (Indian Oasis High School),30,21-39,29,21-39,1,PS,.,.,.,.,.,.,.,.,4,PS,11,LT50,.,.,30AUG15,29AUG15
ARIZONA,04,0403990,J O Combs Unified School District,040399002895,Combs High School,228,82,2,PS,4,PS,14,GE50,77,80-84,.,.,128,80-84,27,60-79,80,75-79,.,.,30AUG15,29AUG15
ARIZONA,04,0404010,Joseph City Unified District,040401000322,Joseph City High School,35,GE90,4,PS,.,.,.,.,4,PS,.,.,26,GE80,2,PS,12,GE50,.,.,30AUG15,29AUG15
ARIZONA,04,0404060,Kayenta Unified District,040406000324,Monument Valley High School,172,65-69,170,65-69,.,.,.,.,.,.,.,.,.,.,25,60-79,153,65-69,5,PS,30AUG15,29AUG15
ARIZONA,04,0404280,Lake Havasu Unified District,040428000433,Lake Havasu High School,464,85,7,GE50,10,GE50,7,GE50,87,80-84,.,.,352,86,40,60-69,187,80-84,.,.,30AUG15,29AUG15
ARIZONA,04,0404280,Lake Havasu Unified District,040428002538,Havasuonline,2,PS,.,.,.,.,.,.,.,.,.,.,2,PS,.,.,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0404410,Littlefield Unified District,040441002418,Beaver Dam High School,27,60-79,.,.,.,.,.,.,20,60-79,.,.,7,GE50,2,PS,24,60-79,.,.,30AUG15,29AUG15
ARIZONA,04,0404570,Mammoth-San Manuel Unified District,040457000366,San Manuel High School,70,80-84,.,.,.,.,.,.,57,80-89,.,.,11,GE50,11,GE50,46,80-89,.,.,30AUG15,29AUG15
ARIZONA,04,0404630,Marana Unified District,040463000370,Marana High School,423,89,10,GE50,11,GE50,9,GE50,90,90-94,.,.,298,85-89,38,70-79,129,80-84,1,PS,30AUG15,29AUG15
ARIZONA,04,0404630,Marana Unified District,040463000999,A. C. E.,4,PS,.,.,.,.,.,.,.,.,.,.,3,PS,2,PS,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404630,Marana Unified District,040463001372,Mountain View High School,396,90,6,GE50,9,GE50,11,GE50,147,85-89,.,.,207,90-94,32,70-79,105,80-84,1,PS,30AUG15,29AUG15
ARIZONA,04,0404630,Marana Unified District,040463002548,Marana Distance Learning,13,LT50,.,.,.,.,.,.,3,PS,.,.,9,LT50,.,.,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0404630,Marana Unified District,040463003302,MCAT High School,56,30-39,.,.,1,PS,2,PS,21,40-59,.,.,32,30-39,7,LT50,24,21-39,.,.,30AUG15,29AUG15
ARIZONA,04,0404720,Maricopa Unified School District,040472000372,Maricopa High School,384,79,21,40-59,13,GE50,61,80-84,124,75-79,.,.,154,80-84,41,60-69,160,75-79,3,PS,30AUG15,29AUG15
ARIZONA,04,0404820,Mayer Unified School District,040482000375,Mayer High School,53,60-69,2,PS,.,.,.,.,5,PS,.,.,45,60-69,6,GE50,47,60-69,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000387,Fremont Junior High School,2,PS,.,.,.,.,1,PS,.,.,.,.,1,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000396,Kino Junior High School,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000404,Mesa High School,691,80,5,PS,24,60-79,28,60-79,361,77,.,.,269,85-89,63,55-59,387,78,11,LT50,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000406,Mountain View High School,791,89,19,60-79,13,GE50,22,60-79,134,80-84,.,.,602,92,53,50-59,195,80-84,2,PS,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000409,Poston Junior High School,3,PS,.,.,.,.,.,.,1,PS,.,.,2,PS,2,PS,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000419,Westwood High School,703,71,52,60-69,32,70-79,55,70-79,325,68,.,.,230,75-79,67,50-54,441,68,12,LT50,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497000580,Stapley Junior High School,5,PS,2,PS,.,.,1,PS,.,.,.,.,2,PS,1,PS,4,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001132,Dobson High School,660,82,25,60-79,24,60-79,57,80-89,251,75-79,.,.,300,85-89,60,60-69,295,80-84,6,LT50,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001234,Taylor Junior High School,5,PS,.,.,.,.,.,.,4,PS,.,.,1,PS,1,PS,5,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001376,Shepherd Junior High School,3,PS,.,.,.,.,.,.,2,PS,.,.,1,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001411,Red Mountain High School,806,84,13,GE50,19,GE80,19,40-59,147,75-79,.,.,604,86,49,60-69,203,75-79,1,PS,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001830,Skyline High School,613,77,9,GE50,10,GE50,22,40-59,192,75-79,.,.,377,77,69,55-59,278,70-74,3,PS,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001831,East Valley Academy,159,15-19,8,LT50,4,PS,3,PS,104,15-19,.,.,40,20-29,5,PS,93,15-19,.,.,30AUG15,29AUG15
ARIZONA,04,0404970,Mesa Unified District,040497001832,Mesa Distance Learning Program,121,10-14,3,PS,2,PS,4,PS,24,LE20,.,.,84,10-14,2,PS,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0405030,Miami Unified District,040503001077,Miami Junior Senior High School,58,80-89,4,PS,.,.,1,PS,21,60-79,.,.,32,GE90,6,GE50,32,70-79,.,.,30AUG15,29AUG15
ARIZONA,04,0405070,Mingus Union High School District,040507000430,Mingus Union High School,327,80,8,GE50,5,PS,2,PS,113,75-79,.,.,192,80-84,33,70-79,111,75-79,4,PS,30AUG15,29AUG15
ARIZONA,04,0405070,Mingus Union High School District,040507003308,Mingus Online Academy,8,LT50,.,.,.,.,.,.,2,PS,.,.,6,GE50,.,.,.,.,.,.,30AUG15,29AUG15
ARIZONA,04,0405320,Morenci Unified District,040532000441,Morenci High School,95,85-89,1,PS,.,.,3,PS,62,90-94,.,.,27,GE80,8,GE50,35,80-89,1,PS,30AUG15,29AUG15
